C:\Users\midan\Desktop\pytheia\today\2019-12-06	2	24-year-old UP gangrape survivor	was set on	fire	0	4	6	9	9	10	0.9495614711170651	24-year-old UP gangrape survivor , who was set on fire by 5 men , dies .	JJ NNP NN NN , WP VBD VBN IN NN IN CD NNS , VBZ .	B-NP I-NP I-NP I-NP O B-NP B-VP I-VP B-PP B-NP B-PP B-NP I-NP O B-VP O	24-year-old up gangrape survivor	set on	fire
C:\Users\midan\Desktop\pytheia\today\2019-12-06	3	Virat Kohli	smashes	his highest score	0	2	2	3	3	6	0.8279185905762485	Virat Kohli smashes his highest score in T20I cricket .	NNP NNP VBZ PRP$ JJS NN IN DT NN .	B-NP I-NP B-VP B-NP I-NP I-NP B-PP B-NP I-NP O	virat kohli	smash	his highest score
C:\Users\midan\Desktop\pytheia\today\2019-12-06	4	We	are	the same animal	0	1	1	2	2	5	0.6995237420259051	We are the same animal , we are both a little crazy : Masayoshi Son on Jack Ma .	PRP VBP DT JJ NN , PRP VBP DT DT JJ JJ : NNP NNP IN NNP NNP .	B-NP B-VP B-NP I-NP I-NP O B-NP B-VP O B-NP I-NP B-ADJP O B-NP I-NP B-PP B-NP I-NP O	we	be	the same animal
C:\Users\midan\Desktop\pytheia\today\2019-12-06	8	Presidential candidate Joe Biden	calls	voter	1	5	5	6	6	7	0.37084766064317426	US Presidential candidate Joe Biden calls voter a 'damn liar ' and 'fat ' .	PRP JJ NN NNP NNP VBZ NN DT JJ NN '' CC JJ '' .	B-NP B-NP I-NP I-NP I-NP B-VP B-NP B-NP I-NP I-NP I-NP I-NP I-NP I-NP O	presidential candidate joe biden	call	voter
C:\Users\midan\Desktop\pytheia\today\2019-12-06	10	Manpreet Singh	nominated for	FIH Player	0	2	2	4	4	6	0.9291696486758947	Manpreet Singh nominated for FIH Player for the Year .	NNP NNP VBD IN NNP NNP IN DT NN .	B-NP I-NP B-VP B-PP B-NP I-NP B-PP B-NP I-NP O	manpreet singh	nominate for	fih player
C:\Users\midan\Desktop\pytheia\today\2019-12-06	13	insulting Mahatma Gandhi	introduced in	RS.	4	7	7	9	9	10	0.8246149212628254	Bill seeking punishment for insulting Mahatma Gandhi introduced in RS.	NN VBG NN IN JJ NNP NNP VBD IN NNP	B-NP B-VP B-NP B-PP B-NP I-NP I-NP B-VP B-PP B-NP	insulting mahatma gandhi	introduce in	rs.
C:\Users\midan\Desktop\pytheia\today\2019-12-06	16	Scientists	predict	people 's age	0	1	1	2	2	5	0.35446871673703206	Scientists predict people 's age by measuring proteins in blood .	NNS VBP NNS POS NN IN VBG NNS IN NN .	B-NP B-VP B-NP I-NP I-NP B-PP B-VP B-NP B-PP B-NP O	scientists	predict	people 's age
C:\Users\midan\Desktop\pytheia\today\2019-12-06	17	Aquarium	starts	seahorse breeding project	0	1	1	2	2	5	0.31560876388077463	Aquarium starts seahorse breeding project to save species .	NNP VBZ NN VBG NN TO VB NNS .	B-NP B-VP B-NP I-NP I-NP B-VP I-VP B-NP O	aquarium	start	seahorse breeding project
C:\Users\midan\Desktop\pytheia\today\2019-12-06	20	Hyd encounter	must be accepted as	punishment	0	2	2	6	6	7	0.8587670342652051	Hyd encounter must be accepted as punishment by God : Puducherry CM.	JJ NN MD VB VBN IN NN IN NNP : NNP NNP	B-NP I-NP B-VP I-VP I-VP B-PP B-NP B-PP B-NP O B-NP I-NP	hyd encounter	accept as	punishment
C:\Users\midan\Desktop\pytheia\today\2019-12-06	21	FIR	registered against	Azam Khan	0	1	1	3	3	5	0.9671611001025241	FIR registered against Azam Khan , son for keeping forged PAN card .	NN VBD IN NNP NNP , NN IN VBG VBN NNP NN .	B-NP B-VP B-PP B-NP I-NP O B-NP B-PP B-VP I-VP B-NP I-NP O	fir	register against	azam khan
C:\Users\midan\Desktop\pytheia\today\2019-12-06	22	Lok Sabha Speaker	warns	BJP MP.	6	9	9	10	10	12	0.4031187612997007	Do not give me directions : Lok Sabha Speaker warns BJP MP.	VBP RB VB PRP NNS : NNP NNP NNP VBZ NNP NNP	B-VP I-VP I-VP B-NP B-NP O B-NP I-NP I-NP B-VP B-NP I-NP	lok sabha speaker	warn	bjp mp.
C:\Users\midan\Desktop\pytheia\today\2019-12-06	23	I	demand	an inquiry	0	1	1	2	2	4	0.16657302530799273	I demand an inquiry : Sena leader Neelam Gorhe on T'gana encounter .	PRP VBP DT NN : NNP NN NNP NNP IN NNP NN .	B-NP B-VP B-NP I-NP O B-NP I-NP I-NP I-NP B-PP B-NP I-NP O	i	demand	an inquiry
C:\Users\midan\Desktop\pytheia\today\2019-12-06	25	Amazon	removes	Chile dictatorship	0	1	1	2	2	4	0.527048080408719	Amazon removes Chile dictatorship 'death flights ' T-shirts after criticism .	NNP VBZ NNP NN VBZ NNS POS NNS IN NN .	B-NP B-VP B-NP I-NP B-VP B-NP I-NP I-NP B-PP B-NP O	amazon	remove	chile dictatorship
C:\Users\midan\Desktop\pytheia\today\2019-12-06	25	Chile dictatorship	'death	flights ' T-shirts	2	4	4	5	5	8	0.6608733737771905	Amazon removes Chile dictatorship 'death flights ' T-shirts after criticism .	NNP VBZ NNP NN VBZ NNS POS NNS IN NN .	B-NP B-VP B-NP I-NP B-VP B-NP I-NP I-NP B-PP B-NP O	chile dictatorship	'death	flights ' t-shirts
