C:\Users\midan\Desktop\pytheia\today\2019-10-31	2	Prisoner	had bag of	marijuana	0	1	1	4	4	5	0.8639224498866398	Prisoner had bag of marijuana inside his nose for 18 years ; gets it removed .	NNP VBD NN IN NN IN PRP$ NN IN CD NNS : VBZ PRP VBD .	B-NP B-VP B-NP I-NP I-NP B-PP B-NP I-NP B-PP B-NP I-NP O B-VP B-NP B-VP O	prisoner	have bag of	marijuana
C:\Users\midan\Desktop\pytheia\today\2019-10-31	2	18 years	gets	it	9	11	12	13	13	14	0.056683731715571554	Prisoner had bag of marijuana inside his nose for 18 years ; gets it removed .	NNP VBD NN IN NN IN PRP$ NN IN CD NNS : VBZ PRP VBD .	B-NP B-VP B-NP I-NP I-NP B-PP B-NP I-NP B-PP B-NP I-NP O B-VP B-NP B-VP O	# years	get	it
C:\Users\midan\Desktop\pytheia\today\2019-10-31	3	he	saves	Aishwarya 's agent	6	7	7	8	8	11	0.44025593747995706	Salman shares post for SRK after he saves Aishwarya 's agent from fire .	NNP NNS NN IN NNP IN PRP VBZ NNP POS NN IN NN .	B-NP I-NP I-NP B-PP B-NP B-SBAR B-NP B-VP B-NP I-NP I-NP B-PP B-NP O	he	save	aishwarya 's agent
C:\Users\midan\Desktop\pytheia\today\2019-10-31	4	Couple	feeds	gur-roti	0	1	1	2	2	3	0.40255347540245606	Couple feeds gur-roti to Akshay , daughter in hut ; actor shares pic .	NN VBZ NNS TO NNP , NN IN NN : NN NNS VBN .	B-NP B-VP B-NP B-PP B-NP O B-NP B-PP B-NP O B-NP I-NP B-VP O	couple	feed	gur-roti
C:\Users\midan\Desktop\pytheia\today\2019-10-31	5	Cat	walks into	sets of KBC 11	0	1	1	3	3	7	0.9067242188517816	Cat walks into sets of KBC 11 ; Amitabh Bachchan shares pics .	NNP VBZ IN NNS IN NNP CD : NNP NNP NNS NNS .	B-NP B-VP B-PP B-NP I-NP I-NP I-NP O B-NP I-NP I-NP I-NP O	cat	walk into	sets of kbc #
C:\Users\midan\Desktop\pytheia\today\2019-10-31	6	# MeToo	claims against	Anu matter	2	4	4	6	6	8	0.5796121420776998	Do n't # MeToo claims against Anu matter ?	VBP RB # NNP VBZ IN DT NN .	B-VP O B-NP I-NP B-VP B-PP B-NP I-NP O	# metoo	claim against	anu matter
C:\Users\midan\Desktop\pytheia\today\2019-10-31	8	EU MPs	belonged to	spectrum of views	0	2	2	4	4	7	0.8528040183131111	EU MPs belonged to spectrum of views from different parties : MEA.	NNS NNS VBD TO NN IN NNS IN JJ NNS : NNP	B-NP I-NP B-VP B-PP B-NP I-NP I-NP B-PP B-NP I-NP O B-NP	eu mps	belong to	spectrum of views
C:\Users\midan\Desktop\pytheia\today\2019-10-31	9	Maxwell	wore mask of	great entertainer	0	1	1	4	4	6	0.5415463611989159	Maxwell wore mask of great entertainer to battle issues : Justin Langer .	NNP VBD NN IN JJ NN TO NN NNS : NNP NNP .	B-NP B-VP B-NP I-NP I-NP I-NP B-PP B-NP I-NP O B-NP I-NP O	maxwell	wear mask of	great entertainer
C:\Users\midan\Desktop\pytheia\today\2019-10-31	10	I	will get	Ravi Shastri	0	1	1	3	3	5	0.16907545410956978	I will get Ravi Shastri involved in NCA till time he is coach : Ganguly .	PRP MD VB NNP NNP VBD IN NNP IN NN PRP VBZ NN : NNP .	B-NP B-VP I-VP B-NP I-NP B-VP B-PP B-NP B-PP B-NP B-NP B-VP B-NP O B-NP O	i	get	ravi shastri
C:\Users\midan\Desktop\pytheia\today\2019-10-31	10	Ravi Shastri	involved in	NCA	3	5	5	7	7	8	0.8308048321472674	I will get Ravi Shastri involved in NCA till time he is coach : Ganguly .	PRP MD VB NNP NNP VBD IN NNP IN NN PRP VBZ NN : NNP .	B-NP B-VP I-VP B-NP I-NP B-VP B-PP B-NP B-PP B-NP B-NP B-VP B-NP O B-NP O	ravi shastri	involve in	nca
