C:\Users\midan\Desktop\pytheia\today\2019-10-29	1	CCI	clears	OYO of market dominance	0	1	1	2	2	6	0.8688649241727053	CCI clears OYO of market dominance and predatory pricing allegations .	NNP VBZ NNP IN NN NN CC RB VBG NNS .	B-NP B-VP B-NP I-NP I-NP I-NP O B-VP I-VP B-NP O	cci	clear	oyo of market dominance
C:\Users\midan\Desktop\pytheia\today\2019-10-29	5	parents	watch	Sujith rescue operation	5	6	6	7	7	10	0.7408240086207607	2-yr-old drowns in drum as parents watch Sujith rescue operation on TV .	JJ NNS IN NN IN NNS VBP NNP NN NN IN NN .	B-NP I-NP B-PP B-NP B-PP B-NP B-VP B-NP I-NP I-NP B-PP B-NP O	parents	watch	sujith rescue operation
C:\Users\midan\Desktop\pytheia\today\2019-10-29	6	Man	wins	₹1.4 crore lottery prize	0	1	1	2	2	6	0.7836138335460466	Man wins ₹1.4 crore lottery prize while on way to his last chemo treatment .	NN VBZ CD NN NN NN IN IN NN TO PRP$ JJ NN NN .	B-NP B-VP B-NP I-NP I-NP I-NP B-ADVP B-PP B-NP B-PP B-NP I-NP I-NP I-NP O	man	win	# crore lottery prize
C:\Users\midan\Desktop\pytheia\today\2019-10-29	7	Old painting	found in	woman 's kitchen	0	2	2	4	4	7	0.8257878744580929	Old painting found in woman 's kitchen in France sells for ₹188 crore .	NNP NN VBD IN NN POS NN IN NNP VBZ IN CD NN .	B-NP I-NP B-VP B-PP B-NP I-NP I-NP B-PP B-NP B-VP B-PP B-NP I-NP O	old painting	find in	woman 's kitchen
C:\Users\midan\Desktop\pytheia\today\2019-10-29	7	France	sells for	₹188 crore	8	9	9	11	11	13	0.7396268017655013	Old painting found in woman 's kitchen in France sells for ₹188 crore .	NNP NN VBD IN NN POS NN IN NNP VBZ IN CD NN .	B-NP I-NP B-VP B-PP B-NP I-NP I-NP B-PP B-NP B-VP B-PP B-NP I-NP O	france	sell for	# crore
C:\Users\midan\Desktop\pytheia\today\2019-10-29	8	I	came to	Mumbai	3	4	4	6	6	7	0.5068035141382387	The 1st day I came to Mumbai , I visited the place where SRK stays : Kartik .	DT JJ NN PRP VBD TO NNP , PRP VBD DT NN WRB NNP VBZ : NNP .	B-NP I-NP I-NP B-NP B-VP B-PP B-NP O B-NP B-VP B-NP I-NP B-ADVP B-NP B-VP O B-NP O	i	come to	mumbai
C:\Users\midan\Desktop\pytheia\today\2019-10-29	8	I	visited	the place	8	9	9	10	10	12	0.39109760614806915	The 1st day I came to Mumbai , I visited the place where SRK stays : Kartik .	DT JJ NN PRP VBD TO NNP , PRP VBD DT NN WRB NNP VBZ : NNP .	B-NP I-NP I-NP B-NP B-VP B-PP B-NP O B-NP B-VP B-NP I-NP B-ADVP B-NP B-VP O B-NP O	i	visit	the place
C:\Users\midan\Desktop\pytheia\today\2019-10-29	9	11-yr-old girl	jumps on	crocodile 's back	0	2	2	4	4	7	0.976516896060848	11-yr-old girl jumps on crocodile 's back , gouges its eyes to save friend .	JJ NN VBZ IN NN POS NN , VBG PRP$ NNS TO VB NN .	B-NP I-NP B-VP B-PP B-NP I-NP I-NP O B-VP B-NP I-NP B-VP I-VP B-NP O	11-yr-old girl	jump on	crocodile 's back
C:\Users\midan\Desktop\pytheia\today\2019-10-29	10	Mominul	named captains for	India tour	2	3	3	6	6	8	0.9125350545193187	Mahmudullah , Mominul named captains for India tour after ban on Shakib .	NNP , NNP VBD NNS IN NNP NN IN NN IN NNP .	B-NP O B-NP B-VP B-NP B-PP B-NP I-NP B-PP B-NP B-PP B-NP O	mominul	name captain for	india tour
C:\Users\midan\Desktop\pytheia\today\2019-10-29	12	Sehwag	reveals	he	0	1	1	2	2	3	0.01614600634685878	Sehwag reveals he predicted in 2007 Ganguly will become BCCI President .	NNP VBZ PRP VBD IN CD NNP MD VB NNP NNP .	B-NP B-VP B-NP B-VP B-PP B-NP I-NP B-VP I-VP B-NP I-NP O	sehwag	reveal	he
C:\Users\midan\Desktop\pytheia\today\2019-10-29	12	he	predicted in	2007 Ganguly	2	3	3	5	5	7	0.23010906098143605	Sehwag reveals he predicted in 2007 Ganguly will become BCCI President .	NNP VBZ PRP VBD IN CD NNP MD VB NNP NNP .	B-NP B-VP B-NP B-VP B-PP B-NP I-NP B-VP I-VP B-NP I-NP O	he	predict in	# ganguly
C:\Users\midan\Desktop\pytheia\today\2019-10-29	12	2007 Ganguly	will become	BCCI President	5	7	7	9	9	11	0.48984231114595794	Sehwag reveals he predicted in 2007 Ganguly will become BCCI President .	NNP VBZ PRP VBD IN CD NNP MD VB NNP NNP .	B-NP B-VP B-NP B-VP B-PP B-NP I-NP B-VP I-VP B-NP I-NP O	# ganguly	become	bcci president
C:\Users\midan\Desktop\pytheia\today\2019-10-29	18	Trump	calls	Osama bin Laden	0	1	1	2	2	5	0.9832211003062766	Trump calls Osama bin Laden , his son Hamza 'tall , very handsome ' .	NNP VBZ NNP NN NNP , PRP$ NN NNP RB , RB JJ '' .	B-NP B-VP B-NP I-NP I-NP O B-NP I-NP I-NP I-NP O B-NP I-NP I-NP O	trump	call	osama bin laden
C:\Users\midan\Desktop\pytheia\today\2019-10-29	19	Trump	mistakenly refers to	Ukraine Prez	0	1	1	4	4	6	0.8745325068100326	Trump mistakenly refers to Ukraine Prez as 'new Russian President ' .	NNP RB VBZ TO NNP NNP IN JJ NNP NNP '' .	B-NP B-ADVP B-VP B-PP B-NP I-NP B-PP B-NP I-NP I-NP I-NP O	trump	refer to	ukraine prez
C:\Users\midan\Desktop\pytheia\today\2019-10-29	20	Latest deal	takes	IndiGo 's A320neo Family aircaft orders	0	2	2	3	3	9	0.5474061362122715	Latest deal takes IndiGo 's A320neo Family aircaft orders to 730 .	JJS NN VBZ NNP POS NNP NNP NN NNS TO CD .	B-NP I-NP B-VP B-NP I-NP I-NP I-NP I-NP I-NP B-PP B-NP O	latest deal	take	indigo 's a320neo family aircaft orders
C:\Users\midan\Desktop\pytheia\today\2019-10-29	22	Researchers	teach	AI	0	1	1	2	2	3	0.1549740744662334	Researchers teach AI to recreate an animal 's smile on another .	NNS VBP NNP TO VB DT NN POS NN IN DT .	B-NP B-VP B-NP B-VP I-VP B-NP I-NP I-NP I-NP B-PP B-NP O	researchers	teach	ai
